"","GeneID","PATH","Annot"
"644","ALDH1B1","00620","Pyruvate metabolism"
"645","ALDH1B1","00640","Propanoate metabolism"
"646","ALDH1B1","01100","Metabolic pathways"
"647","ALDH1A3","00010","Glycolysis / Gluconeogenesis"
"648","ALDH1A3","00340","Histidine metabolism"
"649","ALDH1A3","00350","Tyrosine metabolism"
"650","ALDH1A3","00360","Phenylalanine metabolism"
"651","ALDH1A3","00980","Metabolism of xenobiotics by cytochrome P450"
"652","ALDH1A3","00982","Drug metabolism - cytochrome P450"
"653","ALDH1A3","01100","Metabolic pathways"
"654","ALDH3B1","00010","Glycolysis / Gluconeogenesis"
"655","ALDH3B1","00340","Histidine metabolism"
"656","ALDH3B1","00350","Tyrosine metabolism"
"657","ALDH3B1","00360","Phenylalanine metabolism"
"658","ALDH3B1","00980","Metabolism of xenobiotics by cytochrome P450"
"659","ALDH3B1","00982","Drug metabolism - cytochrome P450"
"660","ALDH3B1","01100","Metabolic pathways"
"661","ALDH3B2","00010","Glycolysis / Gluconeogenesis"
"662","ALDH3B2","00340","Histidine metabolism"
"663","ALDH3B2","00350","Tyrosine metabolism"
"664","ALDH3B2","00360","Phenylalanine metabolism"
"665","ALDH3B2","00980","Metabolism of xenobiotics by cytochrome P450"
"666","ALDH3B2","00982","Drug metabolism - cytochrome P450"
"667","ALDH3B2","01100","Metabolic pathways"
"668","ALDH9A1","00010","Glycolysis / Gluconeogenesis"
"669","ALDH9A1","00053","Ascorbate and aldarate metabolism"
"670","ALDH9A1","00071","Fatty acid degradation"
"671","ALDH9A1","00280","Valine, leucine and isoleucine degradation"
"672","ALDH9A1","00310","Lysine degradation"
"673","ALDH9A1","00330","Arginine and proline metabolism"
"674","ALDH9A1","00340","Histidine metabolism"
"675","ALDH9A1","00380","Tryptophan metabolism"
"676","ALDH9A1","00410","beta-Alanine metabolism"
"677","ALDH9A1","00561","Glycerolipid metabolism"
"678","ALDH9A1","00620","Pyruvate metabolism"
"679","ALDH9A1","00640","Propanoate metabolism"
"680","ALDH9A1","01100","Metabolic pathways"
"681","ALDH3A2","00010","Glycolysis / Gluconeogenesis"
"682","ALDH3A2","00040","Pentose and glucuronate interconversions"
"683","ALDH3A2","00053","Ascorbate and aldarate metabolism"
"684","ALDH3A2","00071","Fatty acid degradation"
"685","ALDH3A2","00280","Valine, leucine and isoleucine degradation"
"686","ALDH3A2","00310","Lysine degradation"
"687","ALDH3A2","00330","Arginine and proline metabolism"
"688","ALDH3A2","00340","Histidine metabolism"
"689","ALDH3A2","00380","Tryptophan metabolism"
"690","ALDH3A2","00410","beta-Alanine metabolism"
"691","ALDH3A2","00561","Glycerolipid metabolism"
"692","ALDH3A2","00620","Pyruvate metabolism"
"693","ALDH3A2","00640","Propanoate metabolism"
"694","ALDH3A2","01100","Metabolic pathways"
"695","ABCD2","02010","ABC transporters"
"696","ABCD2","04146","Peroxisome"
"697","ALDOA","00010","Glycolysis / Gluconeogenesis"
"698","ALDOA","00030","Pentose phosphate pathway"
"699","ALDOA","00051","Fructose and mannose metabolism"
"700","ALDOA","01100","Metabolic pathways"
"702","ALDOB","00010","Glycolysis / Gluconeogenesis"
"703","ALDOB","00030","Pentose phosphate pathway"
"704","ALDOB","00051","Fructose and mannose metabolism"
"705","ALDOB","01100","Metabolic pathways"
"706","ALDOC","00010","Glycolysis / Gluconeogenesis"
"707","ALDOC","00030","Pentose phosphate pathway"
"708","ALDOC","00051","Fructose and mannose metabolism"
"709","ALDOC","01100","Metabolic pathways"
"710","AKR1B1","00040","Pentose and glucuronate interconversions"
"711","AKR1B1","00051","Fructose and mannose metabolism"
"712","AKR1B1","00052","Galactose metabolism"
"713","AKR1B1","00561","Glycerolipid metabolism"
"714","AKR1B1","00620","Pyruvate metabolism"
"715","AKR1B1","01100","Metabolic pathways"
"718","ALOX12","00590","Arachidonic acid metabolism"
"719","ALOX12","01100","Metabolic pathways"
"720","ALOX5","00590","Arachidonic acid metabolism"
"721","ALOX5","01100","Metabolic pathways"
"722","ALOX5","05145","Toxoplasmosis"
"724","ALOX12B","00590","Arachidonic acid metabolism"
"725","ALOX12B","01100","Metabolic pathways"
"728","ALOX15","00590","Arachidonic acid metabolism"
"729","ALOX15","00591","Linoleic acid metabolism"
"730","ALOX15","01100","Metabolic pathways"
"731","ALOX15B","00590","Arachidonic acid metabolism"
"732","ALOX15B","01100","Metabolic pathways"
"733","ALPI","00790","Folate biosynthesis"
"734","ALPI","01100","Metabolic pathways"
"735","ALPL","00790","Folate biosynthesis"
"736","ALPL","01100","Metabolic pathways"
"737","ALPP","00790","Folate biosynthesis"
"738","ALPP","01100","Metabolic pathways"
"739","ALPG","00790","Folate biosynthesis"
"740","ALPG","01100","Metabolic pathways"
"745","AMD1","00270","Cysteine and methionine metabolism"
"746","AMD1","00330","Arginine and proline metabolism"
"747","AMD1","01100","Metabolic pathways"
"751","AMFR","04141","Protein processing in endoplasmic reticulum"
"752","AMH","04060","Cytokine-cytokine receptor interaction"
"753","AMH","04350","TGF-beta signaling pathway"
"754","AMHR2","04060","Cytokine-cytokine receptor interaction"
"755","AMHR2","04350","TGF-beta signaling pathway"
"756","AMPD1","00230","Purine metabolism"
"757","AMPD1","01100","Metabolic pathways"
"758","AMPD2","00230","Purine metabolism"
"759","AMPD2","01100","Metabolic pathways"
"760","AMPD3","00230","Purine metabolism"
"761","AMPD3","01100","Metabolic pathways"
"762","AMPH","04666","Fc gamma R-mediated phagocytosis"
"764","AMT","00260","Glycine, serine and threonine metabolism"
"765","AMT","00670","One carbon pool by folate"
"766","AMT","00910","Nitrogen metabolism"
"767","AMT","01100","Metabolic pathways"
"768","AMY1A","00500","Starch and sucrose metabolism"
"769","AMY1A","01100","Metabolic pathways"
"770","AMY1A","04970","Salivary secretion"
"771","AMY1A","04973","Carbohydrate digestion and absorption"
"772","AMY1B","00500","Starch and sucrose metabolism"
"773","AMY1B","01100","Metabolic pathways"
"774","AMY1B","04970","Salivary secretion"
"775","AMY1B","04973","Carbohydrate digestion and absorption"
"776","AMY1C","00500","Starch and sucrose metabolism"
"777","AMY1C","01100","Metabolic pathways"
"778","AMY1C","04970","Salivary secretion"
"779","AMY1C","04973","Carbohydrate digestion and absorption"
"780","AMY2A","00500","Starch and sucrose metabolism"
"781","AMY2A","01100","Metabolic pathways"
"782","AMY2A","04972","Pancreatic secretion"
"783","AMY2A","04973","Carbohydrate digestion and absorption"
"784","AMY2B","00500","Starch and sucrose metabolism"
"785","AMY2B","01100","Metabolic pathways"
"786","AMY2B","04972","Pancreatic secretion"
"787","AMY2B","04973","Carbohydrate digestion and absorption"
"791","ANGPT1","05323","Rheumatoid arthritis"
"796","ANPEP","00480","Glutathione metabolism"
"797","ANPEP","01100","Metabolic pathways"
"798","ANPEP","04614","Renin-angiotensin system"
"799","ANPEP","04640","Hematopoietic cell lineage"
"800","SLC25A4","04020","Calcium signaling pathway"
"801","SLC25A4","05012","Parkinson disease"
"802","SLC25A4","05016","Huntington disease"
"803","SLC25A5","04020","Calcium signaling pathway"
"804","SLC25A5","05012","Parkinson disease"
"805","SLC25A5","05016","Huntington disease"
"806","SLC25A6","04020","Calcium signaling pathway"
"807","SLC25A6","05012","Parkinson disease"
"808","SLC25A6","05016","Huntington disease"
"822","AOC2","00260","Glycine, serine and threonine metabolism"
"823","AOC2","00350","Tyrosine metabolism"
"824","AOC2","00360","Phenylalanine metabolism"
"825","AOC2","00410","beta-Alanine metabolism"
"826","AOC2","01100","Metabolic pathways"
"827","AOX1","00280","Valine, leucine and isoleucine degradation"
"828","AOX1","00350","Tyrosine metabolism"
"829","AOX1","00380","Tryptophan metabolism"
"830","AOX1","00750","Vitamin B6 metabolism"
"831","AOX1","00760","Nicotinate and nicotinamide metabolism"
"832","AOX1","00982","Drug metabolism - cytochrome P450"
"833","AOX1","01100","Metabolic pathways"
"834","APAF1","04115","p53 signaling pathway"
"835","APAF1","04210","Apoptosis"
"836","APAF1","05010","Alzheimer disease"
"837","APAF1","05012","Parkinson disease"
"838","APAF1","05014","Amyotrophic lateral sclerosis"
"839","APAF1","05016","Huntington disease"
"840","APAF1","05222","Small cell lung cancer"
"841","NUDT2","00230","Purine metabolism"
"842","NUDT2","00240","Pyrimidine metabolism"
"846","APBB1","05010","Alzheimer disease"
"848","APC","04310","Wnt signaling pathway"
"849","APC","04810","Regulation of actin cytoskeleton"
"850","APC","05200","Pathways in cancer"
"851","APC","05210","Colorectal cancer"
"852","APC","05213","Endometrial cancer"
"853","APC","05217","Basal cell carcinoma"
"855","AIRE","04120","Ubiquitin mediated proteolysis"
"856","AIRE","05340","Primary immunodeficiency"
"858","APEX1","03410","Base excision repair"
"859","BIRC2","04120","Ubiquitin mediated proteolysis"
"860","BIRC2","04210","Apoptosis"
"861","BIRC2","04510","Focal adhesion"
"862","BIRC2","04621","NOD-like receptor signaling pathway"
"863","BIRC2","05145","Toxoplasmosis"
"864","BIRC2","05200","Pathways in cancer"
"865","BIRC2","05222","Small cell lung cancer"
"866","BIRC3","04120","Ubiquitin mediated proteolysis"
"867","BIRC3","04210","Apoptosis"
"868","BIRC3","04510","Focal adhesion"
"869","BIRC3","04621","NOD-like receptor signaling pathway"
"870","BIRC3","05145","Toxoplasmosis"
"871","BIRC3","05200","Pathways in cancer"
"872","BIRC3","05222","Small cell lung cancer"
"873","XIAP","04120","Ubiquitin mediated proteolysis"
"874","XIAP","04210","Apoptosis"
"875","XIAP","04510","Focal adhesion"
"876","XIAP","04621","NOD-like receptor signaling pathway"
"877","XIAP","05145","Toxoplasmosis"
"878","XIAP","05200","Pathways in cancer"
"879","XIAP","05222","Small cell lung cancer"
"880","BIRC5","05200","Pathways in cancer"
"881","BIRC5","05210","Colorectal cancer"
"884","APOA1","03320","PPAR signaling pathway"
"885","APOA1","04975","Fat digestion and absorption"
"886","APOA1","04977","Vitamin digestion and absorption"
"887","APOA1","05143","African trypanosomiasis"
"888","APOA2","03320","PPAR signaling pathway"
"889","APOA4","04975","Fat digestion and absorption"
"890","APOA4","04977","Vitamin digestion and absorption"
"891","APOB","04975","Fat digestion and absorption"
"892","APOB","04977","Vitamin digestion and absorption"
"896","AQP8","04976","Bile secretion"
"898","APOC3","03320","PPAR signaling pathway"
"901","APOE","05010","Alzheimer disease"
"903","APP","05010","Alzheimer disease"
"904","APRT","00230","Purine metabolism"
"905","APRT","01100","Metabolic pathways"
"906","KLK3","05200","Pathways in cancer"
"907","KLK3","05215","Prostate cancer"
"908","FAS","04010","MAPK signaling pathway"
"909","FAS","04060","Cytokine-cytokine receptor interaction"
"910","FAS","04115","p53 signaling pathway"
"911","FAS","04210","Apoptosis"
"912","FAS","04650","Natural killer cell mediated cytotoxicity"
"913","FAS","04940","Type I diabetes mellitus"
"914","FAS","05010","Alzheimer disease"
"915","FAS","05142","Chagas disease"
"916","FAS","05143","African trypanosomiasis"
"917","FAS","05200","Pathways in cancer"
"918","FAS","05320","Autoimmune thyroid disease"
"919","FAS","05330","Allograft rejection"
"920","FAS","05332","Graft-versus-host disease"
"921","FASLG","04010","MAPK signaling pathway"
"922","FASLG","04060","Cytokine-cytokine receptor interaction"
"923","FASLG","04210","Apoptosis"
"924","FASLG","04650","Natural killer cell mediated cytotoxicity"
"925","FASLG","04722","Neurotrophin signaling pathway"
"926","FASLG","04940","Type I diabetes mellitus"
"927","FASLG","05142","Chagas disease"
"928","FASLG","05143","African trypanosomiasis"
"929","FASLG","05200","Pathways in cancer"
"930","FASLG","05320","Autoimmune thyroid disease"
"931","FASLG","05330","Allograft rejection"
"932","FASLG","05332","Graft-versus-host disease"
"934","AQP1","04964","Proximal tubule bicarbonate reclamation"
"935","AQP1","04976","Bile secretion"
"936","AQP2","04962","Vasopressin-regulated water reabsorption"
"937","AQP3","04962","Vasopressin-regulated water reabsorption"
"938","AQP4","04962","Vasopressin-regulated water reabsorption"
"939","AQP4","04976","Bile secretion"
"940","AQP5","04970","Salivary secretion"
"942","AQP7","03320","PPAR signaling pathway"
"943","AQP9","04976","Bile secretion"
"944","AR","04114","Oocyte meiosis"
"945","AR","05200","Pathways in cancer"
"946","AR","05215","Prostate cancer"
"947","ABCC6","02010","ABC transporters"
"948","ARAF","04012","ErbB signaling pathway"
"949","ARAF","04270","Vascular smooth muscle contraction"
"950","ARAF","04650","Natural killer cell mediated cytotoxicity"
"951","ARAF","04720","Long-term potentiation"
"952","ARAF","04730","Long-term depression"
"953","ARAF","04810","Regulation of actin cytoskeleton"
"954","ARAF","04910","Insulin signaling pathway"
"955","ARAF","04914","Progesterone-mediated oocyte maturation"
"956","ARAF","05160","Hepatitis C"
"957","ARAF","05200","Pathways in cancer"
"958","ARAF","05210","Colorectal cancer"
"959","ARAF","05211","Renal cell carcinoma"
"960","ARAF","05212","Pancreatic cancer"
"961","ARAF","05213","Endometrial cancer"
"962","ARAF","05214","Glioma"
"963","ARAF","05215","Prostate cancer"
"964","ARAF","05218","Melanoma"
"965","ARAF","05219","Bladder cancer"
"966","ARAF","05220","Chronic myeloid leukemia"
"967","ARAF","05221","Acute myeloid leukemia"
"968","ARAF","05223","Non-small cell lung cancer"
"971","AREG","04012","ErbB signaling pathway"
"972","ARF1","05110","Vibrio cholerae infection"
"978","ARF6","04144","Endocytosis"
"979","ARF6","04666","Fc gamma R-mediated phagocytosis"
"980","ARG1","00330","Arginine and proline metabolism"
"981","ARG1","01100","Metabolic pathways"
"982","ARG1","05146","Amoebiasis"
"983","ARG2","00330","Arginine and proline metabolism"
"984","ARG2","01100","Metabolic pathways"
"985","ARG2","05146","Amoebiasis"
"986","RHOA","04062","Chemokine signaling pathway"
"987","RHOA","04144","Endocytosis"
"988","RHOA","04270","Vascular smooth muscle contraction"
"989","RHOA","04310","Wnt signaling pathway"
"990","RHOA","04350","TGF-beta signaling pathway"
"991","RHOA","04360","Axon guidance"
"992","RHOA","04510","Focal adhesion"
"993","RHOA","04520","Adherens junction"
"994","RHOA","04530","Tight junction"
"995","RHOA","04660","T cell receptor signaling pathway"
"996","RHOA","04670","Leukocyte transendothelial migration"
"997","RHOA","04722","Neurotrophin signaling pathway"
"998","RHOA","04810","Regulation of actin cytoskeleton"
"999","RHOA","04972","Pancreatic secretion"
"1000","RHOA","05100","Bacterial invasion of epithelial cells"
"1001","RHOA","05130","Pathogenic Escherichia coli infection"
"1002","RHOA","05200","Pathways in cancer"
"1003","RHOA","05210","Colorectal cancer"
"1007","RHOG","05100","Bacterial invasion of epithelial cells"
"1008","RHOG","05131","Shigellosis"
"1011","ARHGAP5","04510","Focal adhesion"
"1012","ARHGAP5","04670","Leukocyte transendothelial migration"
"1014","ARHGDIA","04722","Neurotrophin signaling pathway"
"1015","ARHGDIA","04962","Vasopressin-regulated water reabsorption"
"1016","ARHGDIB","04722","Neurotrophin signaling pathway"
"1017","ARHGDIB","04962","Vasopressin-regulated water reabsorption"
"1019","RHOH","04670","Leukocyte transendothelial migration"
"1024","ARNT","05200","Pathways in cancer"
"1025","ARNT","05211","Renal cell carcinoma"
"1026","BMAL1","04710","Circadian rhythm"
"1028","ARRB1","04010","MAPK signaling pathway"
"1029","ARRB1","04062","Chemokine signaling pathway"
"1030","ARRB1","04144","Endocytosis"
"1031","ARRB1","04744","Phototransduction"
"1032","ARRB2","04010","MAPK signaling pathway"
"1033","ARRB2","04062","Chemokine signaling pathway"
"1034","ARRB2","04144","Endocytosis"
"1035","ARRB2","04740","Olfactory transduction"
"1036","ARRB2","04744","Phototransduction"
"1037","ARSA","00600","Sphingolipid metabolism"
"1038","ARSA","04142","Lysosome"
"1039","ARSB","00531","Glycosaminoglycan degradation"
"1040","ARSB","01100","Metabolic pathways"
"1041","ARSB","04142","Lysosome"
"1042","STS","00140","Steroid hormone biosynthesis"
"1054","ASAH1","00600","Sphingolipid metabolism"
"1055","ASAH1","01100","Metabolic pathways"
"1056","ASAH1","04142","Lysosome"
"1062","ASIP","04916","Melanogenesis"
"1063","ASL","00250","Alanine, aspartate and glutamate metabolism"
"1064","ASL","00330","Arginine and proline metabolism"
"1065","ASL","01100","Metabolic pathways"
"1067","ASMT","00380","Tryptophan metabolism"
"1068","ASMT","01100","Metabolic pathways"
"1070","ASNS","00250","Alanine, aspartate and glutamate metabolism"
"1071","ASNS","00910","Nitrogen metabolism"
"1072","ASNS","01100","Metabolic pathways"
"1074","ASPA","00250","Alanine, aspartate and glutamate metabolism"
"1075","ASPA","00340","Histidine metabolism"
"1077","ASS1","00250","Alanine, aspartate and glutamate metabolism"
"1078","ASS1","00330","Arginine and proline metabolism"
"1079","ASS1","01100","Metabolic pathways"
"1089","SERPINC1","04610","Complement and coagulation cascades"
"1094","ATF4","04010","MAPK signaling pathway"
"1095","ATF4","04141","Protein processing in endoplasmic reticulum"
"1096","ATF4","04720","Long-term potentiation"
"1097","ATF4","04722","Neurotrophin signaling pathway"
"1098","ATF4","04912","GnRH signaling pathway"
